Unnamed: 0,work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,job_title_clean,employee_residence_clean,company_location_clean,log_salary_usd,remote_type,salary_class
115,2021,EN,FT,Machine Learning Scientist,225000,USD,225000,US,100,US,L,Other,US,US,12.323860125621126,Remoto Total,0
116,2021,MI,FT,Data Scientist,50000,USD,50000,NG,100,NG,L,Data Scientist,Other,Other,10.819798284210286,Remoto Total,1
117,2021,MI,FT,Data Science Engineer,34000,EUR,40189,GR,100,GR,M,Other,Other,Other,10.601373487443247,Remoto Total,1
118,2021,EN,FT,Data Analyst,90000,USD,90000,US,100,US,S,Data Analyst,US,US,11.407576060361786,Remoto Total,2
119,2021,MI,FT,Data Engineer,200000,USD,200000,US,100,US,L,Data Engineer,US,US,12.206077645517674,Remoto Total,0
120,2021,MI,FT,Big Data Engineer,60000,USD,60000,ES,50,RO,M,Other,Other,Other,11.002116507732016,Híbrido,1
121,2021,SE,FT,Principal Data Engineer,200000,USD,200000,US,100,US,M,Other,US,US,12.206077645517674,Remoto Total,0
122,2021,EN,FT,Data Analyst,50000,USD,50000,US,100,US,M,Data Analyst,US,US,10.819798284210286,Remoto Total,1
123,2021,EN,FT,Applied Data Scientist,80000,GBP,110037,GB,0,GB,L,Other,GB,GB,11.608581039664324,Presencial,2
124,2021,EN,PT,Data Analyst,8760,EUR,10354,ES,50,ES,M,Data Analyst,Other,Other,9.245224773829683,Híbrido,1
125,2021,MI,FT,Principal Data Scientist,151000,USD,151000,US,100,US,L,Other,US,US,11.92504173829169,Remoto Total,0
126,2021,SE,FT,Machine Learning Scientist,120000,USD,120000,US,50,US,S,Other,US,US,11.695255355062796,Híbrido,2
127,2021,MI,FT,Data Scientist,700000,INR,9466,IN,0,IN,S,Data Scientist,IN,IN,9.15556734612889,Presencial,1
128,2021,EN,FT,Machine Learning Engineer,20000,USD,20000,IN,100,IN,S,Machine Learning Engineer,IN,IN,9.90353755128617,Remoto Total,1
129,2021,SE,FT,Lead Data Scientist,3000000,INR,40570,IN,50,IN,L,Other,IN,IN,10.610808804651954,Híbrido,1
130,2021,EN,FT,Machine Learning Developer,100000,USD,100000,IQ,50,IQ,S,Other,Other,Other,11.51293546492023,Híbrido,2
131,2021,EN,FT,Data Scientist,42000,EUR,49646,FR,50,FR,M,Data Scientist,Other,Other,10.812693244687052,Híbrido,1
132,2021,MI,FT,Applied Machine Learning Scientist,38400,USD,38400,VN,100,US,M,Other,Other,US,10.555838779903407,Remoto Total,1
133,2021,SE,FT,Computer Vision Engineer,24000,USD,24000,BR,100,BR,M,Other,Other,Other,10.085850775128716,Remoto Total,1
134,2021,EN,FT,Data Scientist,100000,USD,100000,US,0,US,S,Data Scientist,US,US,11.51293546492023,Presencial,2
135,2021,MI,FT,Data Analyst,90000,USD,90000,US,100,US,M,Data Analyst,US,US,11.407576060361786,Remoto Total,2
136,2021,MI,FT,ML Engineer,7000000,JPY,63711,JP,50,JP,S,Other,Other,Other,11.062128206863925,Híbrido,1
137,2021,MI,FT,ML Engineer,8500000,JPY,77364,JP,50,JP,S,Other,Other,Other,11.256289760923773,Híbrido,2
138,2021,SE,FT,Principal Data Scientist,220000,USD,220000,US,0,US,L,Other,US,US,12.301387370778713,Presencial,0
139,2021,EN,FT,Data Scientist,80000,USD,80000,US,100,US,M,Data Scientist,US,US,11.289794413577894,Remoto Total,2
140,2021,MI,FT,Data Analyst,135000,USD,135000,US,100,US,L,Data Analyst,US,US,11.81303746480054,Remoto Total,0
141,2021,SE,FT,Data Science Manager,240000,USD,240000,US,0,US,L,Other,US,US,12.388398368982116,Presencial,0
142,2021,SE,FT,Data Engineering Manager,150000,USD,150000,US,0,US,L,Other,US,US,11.918397239722838,Presencial,0
143,2021,MI,FT,Data Scientist,82500,USD,82500,US,100,US,S,Data Scientist,US,US,11.320565693461432,Remoto Total,2
144,2021,MI,FT,Data Engineer,100000,USD,100000,US,100,US,L,Data Engineer,US,US,11.51293546492023,Remoto Total,2
145,2021,SE,FT,Machine Learning Engineer,70000,EUR,82744,BE,50,BE,M,Machine Learning Engineer,Other,Other,11.323518868453045,Híbrido,2
146,2021,MI,FT,Research Scientist,53000,EUR,62649,FR,50,FR,M,Research Scientist,Other,Other,11.045318960324217,Híbrido,1
147,2021,MI,FT,Data Engineer,90000,USD,90000,US,100,US,L,Data Engineer,US,US,11.407576060361786,Remoto Total,2
148,2021,SE,FT,Data Engineering Manager,153000,USD,153000,US,100,US,L,Other,US,US,11.938199736300923,Remoto Total,0
149,2021,SE,FT,Cloud Data Engineer,160000,USD,160000,BR,100,US,S,Other,Other,US,11.982935344196433,Remoto Total,0
150,2021,SE,FT,Director of Data Science,168000,USD,168000,JP,0,JP,S,Other,Other,Other,12.031725210748633,Presencial,0
151,2021,MI,FT,Data Scientist,150000,USD,150000,US,100,US,M,Data Scientist,US,US,11.918397239722838,Remoto Total,0
152,2021,MI,FT,Data Scientist,95000,CAD,75774,CA,100,CA,L,Data Scientist,CA,CA,11.235523701926004,Remoto Total,1
153,2021,EN,FT,Data Scientist,13400,USD,13400,UA,100,UA,L,Data Scientist,Other,Other,9.503084610020228,Remoto Total,1
154,2021,SE,FT,Data Science Manager,144000,USD,144000,US,100,US,L,Other,US,US,11.87757552297847,Remoto Total,0
155,2021,SE,FT,Data Science Engineer,159500,CAD,127221,CA,50,CA,L,Other,CA,CA,11.753688870907842,Híbrido,2
156,2021,MI,FT,Data Scientist,160000,SGD,119059,SG,100,IL,M,Data Scientist,Other,Other,11.68738284670738,Remoto Total,2
157,2021,MI,FT,Applied Machine Learning Scientist,423000,USD,423000,US,50,US,L,Other,US,US,12.955129822091816,Híbrido,0
158,2021,SE,FT,Data Analytics Manager,120000,USD,120000,US,100,US,M,Other,US,US,11.695255355062796,Remoto Total,2
159,2021,EN,FT,Machine Learning Engineer,125000,USD,125000,US,100,US,S,Machine Learning Engineer,US,US,11.736077016252436,Remoto Total,2
160,2021,EX,FT,Head of Data,230000,USD,230000,RU,50,RU,L,Other,Other,Other,12.345838935721968,Híbrido,0
161,2021,EX,FT,Head of Data Science,85000,USD,85000,RU,0,RU,M,Other,Other,Other,11.350418300109132,Presencial,2
162,2021,MI,FT,Data Engineer,24000,EUR,28369,MT,50,MT,L,Data Engineer,Other,Other,10.253087527802895,Híbrido,1
163,2021,EN,FT,Data Science Consultant,54000,EUR,63831,DE,50,DE,L,Other,DE,DE,11.064009910988116,Híbrido,1
164,2021,EX,FT,Director of Data Science,110000,EUR,130026,DE,50,DE,M,Other,DE,DE,11.77549740018035,Híbrido,0
165,2021,SE,FT,Data Specialist,165000,USD,165000,US,100,US,L,Other,US,US,12.013706813470414,Remoto Total,0
166,2021,EN,FT,Data Engineer,80000,USD,80000,US,100,US,L,Data Engineer,US,US,11.289794413577894,Remoto Total,2
167,2021,EX,FT,Director of Data Science,250000,USD,250000,US,0,US,L,Other,US,US,12.429220196836384,Presencial,0
168,2021,EN,FT,BI Data Analyst,55000,USD,55000,US,50,US,S,Other,US,US,10.915106645867503,Híbrido,1
169,2021,MI,FT,Data Architect,150000,USD,150000,US,100,US,L,Other,US,US,11.918397239722838,Remoto Total,0
170,2021,MI,FT,Data Architect,170000,USD,170000,US,100,US,L,Other,US,US,12.04355959836804,Remoto Total,0
171,2021,MI,FT,Data Engineer,60000,GBP,82528,GB,100,GB,L,Data Engineer,GB,GB,11.320905025707312,Remoto Total,2
172,2021,EN,FT,Data Analyst,60000,USD,60000,US,100,US,S,Data Analyst,US,US,11.002116507732016,Remoto Total,1
173,2021,SE,FT,Principal Data Scientist,235000,USD,235000,US,100,US,L,Other,US,US,12.367345048436391,Remoto Total,0
174,2021,SE,FT,Research Scientist,51400,EUR,60757,PT,50,PT,L,Research Scientist,Other,Other,11.01465403977559,Híbrido,1
175,2021,SE,FT,Data Engineering Manager,174000,USD,174000,US,100,US,L,Other,US,US,12.066816325306588,Remoto Total,0
176,2021,MI,FT,Data Scientist,58000,MXN,2859,MX,0,MX,S,Data Scientist,Other,Other,7.958576903813898,Presencial,1
177,2021,MI,FT,Data Scientist,30400000,CLP,40038,CL,100,CL,L,Data Scientist,Other,Other,10.597609258092302,Remoto Total,1
178,2021,EN,FT,Machine Learning Engineer,81000,USD,81000,US,50,US,S,Machine Learning Engineer,US,US,11.302216779257382,Híbrido,2
179,2021,MI,FT,Data Scientist,420000,INR,5679,IN,100,US,S,Data Scientist,IN,US,8.644706511715198,Remoto Total,1
180,2021,MI,FT,Big Data Engineer,1672000,INR,22611,IN,0,IN,L,Other,IN,IN,10.02623601779518,Presencial,1
181,2021,MI,FT,Data Scientist,76760,EUR,90734,DE,50,DE,L,Data Scientist,DE,DE,11.415698449209124,Híbrido,2
182,2021,MI,FT,Data Engineer,22000,EUR,26005,RO,0,US,L,Data Engineer,Other,US,10.166082559611263,Presencial,1
183,2021,SE,FT,Finance Data Analyst,45000,GBP,61896,GB,50,GB,L,Other,GB,GB,11.033226992231649,Híbrido,1
184,2021,MI,FL,Machine Learning Scientist,12000,USD,12000,PK,50,PK,M,Other,Other,Other,9.39274525863144,Híbrido,1
185,2021,MI,FT,Data Engineer,4000,USD,4000,IR,100,IR,M,Data Engineer,Other,Other,8.294299608857235,Remoto Total,1
186,2021,SE,FT,Data Analytics Engineer,50000,USD,50000,VN,100,GB,M,Other,Other,GB,10.819798284210286,Remoto Total,1
187,2021,EX,FT,Data Science Consultant,59000,EUR,69741,FR,100,ES,S,Other,Other,Other,11.152557997765095,Remoto Total,1
188,2021,SE,FT,Data Engineer,65000,EUR,76833,RO,50,GB,S,Data Engineer,Other,GB,11.249402529502674,Híbrido,1
189,2021,MI,FT,Machine Learning Engineer,74000,USD,74000,JP,50,JP,S,Machine Learning Engineer,Other,Other,11.211833885608511,Híbrido,1
190,2021,SE,FT,Data Science Manager,152000,USD,152000,US,100,FR,L,Other,US,Other,11.93164237875414,Remoto Total,0
191,2021,EN,FT,Machine Learning Engineer,21844,USD,21844,CO,50,CO,M,Machine Learning Engineer,Other,Other,9.991727341385536,Híbrido,1
192,2021,MI,FT,Big Data Engineer,18000,USD,18000,MD,0,MD,S,Other,Other,Other,9.798182590890704,Presencial,1
193,2021,SE,FT,Data Science Manager,174000,USD,174000,US,100,US,L,Other,US,US,12.066816325306588,Remoto Total,0
194,2021,SE,FT,Research Scientist,120500,CAD,96113,CA,50,CA,L,Research Scientist,CA,CA,11.473290265929538,Híbrido,2
195,2021,MI,FT,Data Scientist,147000,USD,147000,US,50,US,L,Data Scientist,US,US,11.898194668458824,Híbrido,0
196,2021,EN,FT,BI Data Analyst,9272,USD,9272,KE,100,KE,S,Other,Other,Other,9.134862230800223,Remoto Total,1
197,2021,SE,FT,Machine Learning Engineer,1799997,INR,24342,IN,100,IN,L,Machine Learning Engineer,IN,IN,10.09999961284942,Remoto Total,1
198,2021,SE,FT,Data Science Manager,4000000,INR,54094,IN,50,US,L,Other,IN,US,10.898497039121674,Híbrido,1
199,2021,EN,FT,Data Science Consultant,90000,USD,90000,US,100,US,S,Other,US,US,11.407576060361786,Remoto Total,2
200,2021,MI,FT,Data Scientist,52000,EUR,61467,DE,50,AT,M,Data Scientist,DE,Other,11.026271993175223,Híbrido,1
201,2021,SE,FT,Machine Learning Infrastructure Engineer,195000,USD,195000,US,100,US,M,Other,US,US,12.180759965737863,Remoto Total,0
202,2021,MI,FT,Data Scientist,32000,EUR,37825,ES,100,ES,L,Data Scientist,Other,Other,10.5407519758484,Remoto Total,1
203,2021,SE,FT,Research Scientist,50000,USD,50000,FR,100,US,S,Research Scientist,Other,US,10.819798284210286,Remoto Total,1
204,2021,MI,FT,Data Scientist,160000,USD,160000,US,100,US,L,Data Scientist,US,US,11.982935344196433,Remoto Total,0
205,2021,MI,FT,Data Scientist,69600,BRL,12901,BR,0,BR,S,Data Scientist,Other,Other,9.465137617092187,Presencial,1
206,2021,SE,FT,Machine Learning Engineer,200000,USD,200000,US,100,US,L,Machine Learning Engineer,US,US,12.206077645517674,Remoto Total,0
207,2021,SE,FT,Data Engineer,165000,USD,165000,US,0,US,M,Data Engineer,US,US,12.013706813470414,Presencial,0
208,2021,MI,FL,Data Engineer,20000,USD,20000,IT,0,US,L,Data Engineer,Other,US,9.90353755128617,Presencial,1
209,2021,SE,FT,Data Analytics Manager,120000,USD,120000,US,0,US,L,Other,US,US,11.695255355062796,Presencial,2
210,2021,MI,FT,Machine Learning Engineer,21000,EUR,24823,SI,50,SI,L,Machine Learning Engineer,Other,Other,10.119566206128216,Híbrido,1
